day,hour_of_day,transaction_type,old_balance_orig,amount,new_balance_orig,balance_change_orig,old_balance_dest,new_balance_dest,balance_change_dest,dest_is_merchant,zero_orig_balance,is_fraud,fraud_label
1,17,PAYMENT,446306.75,2383.5,443923.25,-2383.5,0.0,0.0,0.0,1,0,0,legitimate
1,22,PAYMENT,14733.34,641.29,14092.05,-641.29,0.0,0.0,0.0,1,0,0,legitimate
2,21,CASH_IN,3788042.39,274567.15,4062609.54,274567.15,2428056.42,1816818.47,-611237.95,0,0,0,legitimate
2,14,PAYMENT,31303.0,34153.86,0.0,-31303.0,0.0,0.0,0.0,1,0,0,legitimate
1,21,CASH_OUT,0.0,405137.04,0.0,0.0,519703.62,924840.66,405137.04,0,1,0,legitimate
2,9,PAYMENT,0.0,61880.29,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,18,CASH_OUT,20652.0,201621.95,0.0,-20652.0,0.0,201621.95,201621.95,0,0,0,legitimate
2,19,PAYMENT,518.0,17470.92,0.0,-518.0,0.0,0.0,0.0,1,0,0,legitimate
2,11,CASH_OUT,0.0,66472.59,0.0,0.0,1669941.76,1736414.36,66472.6,0,1,0,legitimate
2,16,CASH_OUT,1801.0,263222.67,0.0,-1801.0,0.0,263222.67,263222.67,0,0,0,legitimate
2,13,TRANSFER,30823.0,1498910.83,0.0,-30823.0,8079.0,1506989.83,1498910.83,0,0,0,legitimate
1,10,CASH_OUT,0.0,289838.68,0.0,0.0,1566552.12,1687257.5,120705.38,0,1,0,legitimate
1,12,CASH_IN,12188269.78,206740.39,12395010.17,206740.39,10829597.13,10622856.74,-206740.39,0,0,0,legitimate
1,14,PAYMENT,311841.53,4528.65,307312.88,-4528.65,0.0,0.0,0.0,1,0,0,legitimate
2,21,PAYMENT,0.0,15114.29,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,9,CASH_IN,17219.0,58543.26,75762.26,58543.26,6272429.55,6213886.29,-58543.26,0,0,0,legitimate
2,21,TRANSFER,355689.0,52816.57,302872.43,-52816.57,333039.39,385855.95,52816.56,0,0,0,legitimate
1,8,CASH_OUT,222.0,222.0,0.0,-222.0,24708.0,171647.35,146939.35,0,0,1,fraud
2,12,CASH_OUT,10211.0,196832.5,0.0,-10211.0,45180.98,242013.47,196832.49,0,0,0,legitimate
1,3,CASH_IN,2364949.86,168846.2,2533796.06,168846.2,11544227.32,11157336.25,-386891.07,0,0,0,legitimate
2,18,PAYMENT,15271.0,7314.88,7956.12,-7314.88,0.0,0.0,0.0,1,0,0,legitimate
2,10,CASH_OUT,21889.0,107644.37,0.0,-21889.0,295159.43,55546.41,-239613.02,0,0,0,legitimate
1,13,CASH_IN,38370.0,388249.45,426619.45,388249.45,859763.73,644967.85,-214795.88,0,0,0,legitimate
1,18,CASH_IN,22572.0,75231.28,97803.28,75231.28,194708.57,119477.29,-75231.28,0,0,0,legitimate
2,19,CASH_OUT,21777.0,58888.33,0.0,-21777.0,9693809.96,9752698.29,58888.33,0,0,0,legitimate
2,9,CASH_OUT,0.0,69989.88,0.0,0.0,2306155.16,2948946.51,642791.35,0,1,0,legitimate
2,12,PAYMENT,0.0,33720.54,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,13,CASH_OUT,525553.14,504963.37,20589.77,-504963.37,1917298.17,2546123.05,628824.88,0,0,0,legitimate
2,20,PAYMENT,21646.0,4643.02,17002.98,-4643.02,0.0,0.0,0.0,1,0,0,legitimate
3,24,CASH_OUT,730574.39,730574.39,0.0,-730574.39,183897.18,914471.57,730574.39,0,0,1,fraud
1,10,PAYMENT,605198.89,31486.43,573712.46,-31486.43,0.0,0.0,0.0,1,0,0,legitimate
2,20,PAYMENT,59806.0,1171.18,58634.82,-1171.18,0.0,0.0,0.0,1,0,0,legitimate
1,17,PAYMENT,5038.0,22494.68,0.0,-5038.0,0.0,0.0,0.0,1,0,0,legitimate
1,12,PAYMENT,59703.0,7020.39,52682.61,-7020.39,0.0,0.0,0.0,1,0,0,legitimate
2,22,CASH_OUT,0.0,108081.49,0.0,0.0,211046.62,319128.11,108081.49,0,1,0,legitimate
1,11,PAYMENT,0.0,8262.96,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,14,TRANSFER,21104.0,404577.43,0.0,-21104.0,7119.0,244224.01,237105.01,0,0,0,legitimate
1,19,CASH_OUT,0.0,135515.53,0.0,0.0,434090.54,569606.07,135515.53,0,1,0,legitimate
2,21,CASH_OUT,101119.0,252158.24,0.0,-101119.0,0.0,252158.24,252158.24,0,0,0,legitimate
1,11,CASH_OUT,0.0,29799.51,0.0,0.0,660636.13,690435.63,29799.5,0,1,0,legitimate
1,21,PAYMENT,0.0,35203.12,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,18,PAYMENT,10844.0,31432.03,0.0,-10844.0,0.0,0.0,0.0,1,0,0,legitimate
1,20,PAYMENT,1261375.62,4088.53,1257287.09,-4088.53,0.0,0.0,0.0,1,0,0,legitimate
1,10,TRANSFER,1162.0,1070372.4,0.0,-1162.0,347522.36,1417894.77,1070372.41,0,0,0,legitimate
2,13,PAYMENT,10603.0,45345.86,0.0,-10603.0,0.0,0.0,0.0,1,0,0,legitimate
2,16,PAYMENT,0.0,3667.66,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,12,TRANSFER,0.0,619941.48,0.0,0.0,10427408.4,11047349.88,619941.48,0,1,0,legitimate
1,18,CASH_OUT,30738.0,226952.83,0.0,-30738.0,2803651.71,3252862.54,449210.83,0,0,0,legitimate
1,19,CASH_IN,1262180.84,271767.54,1533948.38,271767.54,1016670.49,744902.95,-271767.54,0,0,0,legitimate
1,17,PAYMENT,43663.05,6588.99,37074.06,-6588.99,0.0,0.0,0.0,1,0,0,legitimate
2,17,PAYMENT,310570.0,4362.16,306207.84,-4362.16,0.0,0.0,0.0,1,0,0,legitimate
2,14,CASH_OUT,0.0,204902.57,0.0,0.0,211715.13,416617.7,204902.57,0,1,0,legitimate
1,16,CASH_OUT,30612.0,540455.48,0.0,-30612.0,0.0,718877.01,718877.01,0,0,0,legitimate
1,18,CASH_OUT,9966.0,152208.16,0.0,-9966.0,3172669.94,3324878.09,152208.15,0,0,0,legitimate
2,23,PAYMENT,20781.55,52299.62,0.0,-20781.55,0.0,0.0,0.0,1,0,0,legitimate
2,19,CASH_IN,5962405.36,120694.56,6083099.92,120694.56,319136.14,198441.59,-120694.55,0,0,0,legitimate
1,18,PAYMENT,9997.0,7263.09,2733.91,-7263.09,0.0,0.0,0.0,1,0,0,legitimate
2,17,CASH_OUT,0.0,264852.13,0.0,0.0,283304.33,548156.46,264852.13,0,1,0,legitimate
2,16,TRANSFER,0.0,219874.1,0.0,0.0,377368.35,131998.41,-245369.94,0,1,0,legitimate
3,7,TRANSFER,167715.53,167715.53,0.0,-167715.53,0.0,0.0,0.0,0,0,1,fraud
2,18,PAYMENT,445322.16,3186.54,442135.63,-3186.53,0.0,0.0,0.0,1,0,0,legitimate
1,19,PAYMENT,787.0,13107.6,0.0,-787.0,0.0,0.0,0.0,1,0,0,legitimate
1,8,PAYMENT,133690.91,25609.89,108081.01,-25609.9,0.0,0.0,0.0,1,0,0,legitimate
1,11,CASH_OUT,0.0,268133.52,0.0,0.0,2645894.21,2914027.73,268133.52,0,1,0,legitimate
1,19,PAYMENT,148396.09,16319.01,132077.07,-16319.02,0.0,0.0,0.0,1,0,0,legitimate
2,14,CASH_OUT,253.0,24641.46,0.0,-253.0,0.0,24641.46,24641.46,0,0,0,legitimate
1,16,TRANSFER,507455.84,747586.23,0.0,-507455.84,10601390.45,11332299.89,730909.44,0,0,0,legitimate
1,6,CASH_OUT,33332.86,33332.86,0.0,-33332.86,31002.0,0.0,-31002.0,0,0,1,fraud
2,14,CASH_OUT,0.0,122350.78,0.0,0.0,326427.21,448777.99,122350.78,0,1,0,legitimate
4,9,TRANSFER,2737766.8,2737766.8,0.0,-2737766.8,0.0,0.0,0.0,0,0,1,fraud
1,16,CASH_OUT,24080.0,410061.59,0.0,-24080.0,706702.98,1106905.6,400202.62,0,0,0,legitimate
2,15,CASH_OUT,0.0,414384.78,0.0,0.0,1244583.69,1658968.47,414384.78,0,1,0,legitimate
1,18,CASH_OUT,182126.0,305304.94,0.0,-182126.0,777982.11,1083287.05,305304.94,0,0,0,legitimate
1,20,CASH_IN,10572575.4,127531.94,10700107.34,127531.94,211460.31,0.0,-211460.31,0,0,0,legitimate
1,9,PAYMENT,0.0,16480.59,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,10,PAYMENT,0.0,12191.88,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,11,CASH_IN,7452782.29,53915.6,7506697.89,53915.6,306520.48,0.0,-306520.48,0,0,0,legitimate
1,12,CASH_OUT,0.0,9007.04,0.0,0.0,329867.99,298887.45,-30980.54,0,1,0,legitimate
2,13,TRANSFER,29460.0,1073531.81,0.0,-29460.0,0.0,1073531.81,1073531.81,0,0,0,legitimate
1,20,PAYMENT,407580.0,661.85,406918.15,-661.85,0.0,0.0,0.0,1,0,0,legitimate
1,14,CASH_OUT,0.0,55427.4,0.0,0.0,2099548.53,2427722.8,328174.27,0,1,0,legitimate
2,18,CASH_IN,4080009.4,64818.63,4144828.03,64818.63,3398211.54,3333392.91,-64818.63,0,0,0,legitimate
1,19,TRANSFER,0.0,1465235.84,0.0,0.0,31260943.64,32990409.41,1729465.77,0,1,0,legitimate
2,9,TRANSFER,0.0,237594.2,0.0,0.0,1232731.41,1470325.6,237594.19,0,1,0,legitimate
1,16,PAYMENT,0.0,1644.85,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,19,TRANSFER,0.0,399386.92,0.0,0.0,3240997.5,3723572.83,482575.33,0,1,0,legitimate
1,20,CASH_OUT,51205.0,36536.13,14668.87,-36536.13,0.0,36536.13,36536.13,0,0,0,legitimate
1,10,CASH_IN,8063138.71,146522.55,8209661.26,146522.55,156227.39,9704.84,-146522.55,0,0,0,legitimate
1,15,CASH_OUT,0.0,111799.88,0.0,0.0,2814255.51,2926055.38,111799.87,0,1,0,legitimate
1,18,PAYMENT,29557.51,8838.41,20719.1,-8838.41,0.0,0.0,0.0,1,0,0,legitimate
2,20,PAYMENT,0.0,2113.34,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,9,CASH_OUT,9964.0,334795.57,0.0,-9964.0,2618694.48,2714800.49,96106.01,0,0,0,legitimate
1,19,CASH_OUT,0.0,19214.44,0.0,0.0,332330.39,351544.83,19214.44,0,1,0,legitimate
2,10,PAYMENT,0.0,24345.09,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,9,CASH_IN,1080641.0,159091.77,1239732.77,159091.77,419629.07,1157803.02,738173.95,0,0,0,legitimate
2,19,TRANSFER,0.0,209148.87,0.0,0.0,546751.42,755900.29,209148.87,0,1,0,legitimate
4,22,CASH_IN,90179.57,58213.42,148392.99,58213.42,180754.71,122541.3,-58213.41,0,0,0,legitimate
2,14,TRANSFER,90204.54,90204.54,0.0,-90204.54,0.0,0.0,0.0,0,0,1,fraud
1,7,TRANSFER,0.0,52223.34,0.0,0.0,6055176.0,7428081.5,1372905.5,0,1,0,legitimate
2,14,CASH_OUT,49978.0,88762.03,0.0,-49978.0,1906394.45,1995156.49,88762.04,0,0,0,legitimate
1,19,PAYMENT,9074.0,9420.37,0.0,-9074.0,0.0,0.0,0.0,1,0,0,legitimate
1,19,CASH_OUT,91574.0,99988.76,0.0,-91574.0,435400.02,535388.78,99988.76,0,0,0,legitimate
1,22,PAYMENT,219017.0,20499.1,198517.9,-20499.1,0.0,0.0,0.0,1,0,0,legitimate
1,4,CASH_OUT,86070.17,86070.17,0.0,-86070.17,0.0,86070.17,86070.17,0,0,1,fraud
1,20,CASH_IN,106480.0,13873.24,120353.24,13873.24,4347225.49,4333352.25,-13873.24,0,0,0,legitimate
2,19,CASH_OUT,0.0,26327.57,0.0,0.0,77224.66,103552.23,26327.57,0,1,0,legitimate
1,16,CASH_OUT,0.0,112662.86,0.0,0.0,413333.74,689381.51,276047.77,0,1,0,legitimate
2,16,PAYMENT,0.0,23579.5,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,11,CASH_OUT,22320.0,143537.89,0.0,-22320.0,379447.08,532704.65,153257.57,0,0,0,legitimate
3,12,CASH_OUT,581421.85,581421.85,0.0,-581421.85,407848.96,989270.81,581421.85,0,0,1,fraud
2,23,TRANSFER,156011.24,156011.24,0.0,-156011.24,0.0,0.0,0.0,0,0,1,fraud
1,18,TRANSFER,0.0,84532.5,0.0,0.0,876014.7,739134.21,-136880.49,0,1,0,legitimate
2,17,PAYMENT,9006.0,20550.62,0.0,-9006.0,0.0,0.0,0.0,1,0,0,legitimate
1,23,PAYMENT,44726.0,8602.64,36123.36,-8602.64,0.0,0.0,0.0,1,0,0,legitimate
1,14,CASH_OUT,0.0,449650.55,0.0,0.0,679175.95,1128826.5,449650.55,0,1,0,legitimate
1,6,TRANSFER,82030.0,109865.4,0.0,-82030.0,59560.0,355690.69,296130.69,0,0,0,legitimate
1,15,TRANSFER,1891.0,1539235.76,0.0,-1891.0,0.0,1539235.76,1539235.76,0,0,0,legitimate
1,11,PAYMENT,57385.61,4651.17,52734.44,-4651.17,0.0,0.0,0.0,1,0,0,legitimate
2,17,CASH_OUT,0.0,294783.35,0.0,0.0,4282649.91,4577433.26,294783.35,0,1,0,legitimate
1,14,PAYMENT,128341.36,17481.19,110860.17,-17481.19,0.0,0.0,0.0,1,0,0,legitimate
1,15,CASH_OUT,69795.0,421206.36,0.0,-69795.0,19927.0,685027.53,665100.53,0,0,0,legitimate
1,14,CASH_OUT,51876.0,96933.49,0.0,-51876.0,0.0,416669.13,416669.13,0,0,0,legitimate
1,17,CASH_IN,178.0,184052.67,184230.67,184052.67,31927.0,0.0,-31927.0,0,0,0,legitimate
2,16,PAYMENT,0.0,6582.59,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,13,PAYMENT,65752.0,8244.02,57507.98,-8244.02,0.0,0.0,0.0,1,0,0,legitimate
1,17,PAYMENT,438750.05,36206.37,402543.68,-36206.37,0.0,0.0,0.0,1,0,0,legitimate
1,15,CASH_OUT,0.0,567791.57,0.0,0.0,2546662.44,3114454.01,567791.57,0,1,0,legitimate
1,17,TRANSFER,4771.0,1918524.75,0.0,-4771.0,34516.29,1953041.05,1918524.76,0,0,0,legitimate
4,21,CASH_OUT,3991.0,180461.35,0.0,-3991.0,2667162.74,2847624.09,180461.35,0,0,0,legitimate
1,18,CASH_OUT,11278.0,275703.84,0.0,-11278.0,0.0,275703.84,275703.84,0,0,0,legitimate
1,17,PAYMENT,11033.0,19052.98,0.0,-11033.0,0.0,0.0,0.0,1,0,0,legitimate
2,19,PAYMENT,415.0,10721.04,0.0,-415.0,0.0,0.0,0.0,1,0,0,legitimate
1,18,PAYMENT,16255.0,12302.45,3952.55,-12302.45,0.0,0.0,0.0,1,0,0,legitimate
2,14,CASH_IN,2075.0,393846.94,395921.94,393846.94,64832.33,0.0,-64832.33,0,0,0,legitimate
1,15,PAYMENT,0.0,16302.19,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,9,CASH_OUT,31647.0,438481.13,0.0,-31647.0,0.0,438481.13,438481.13,0,0,0,legitimate
1,11,PAYMENT,0.0,46.31,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,14,CASH_IN,12274818.22,94685.23,12369503.45,94685.23,274197.01,179511.78,-94685.23,0,0,0,legitimate
2,19,CASH_OUT,0.0,124314.31,0.0,0.0,577588.69,701903.0,124314.31,0,1,0,legitimate
2,17,PAYMENT,542.0,2047.15,0.0,-542.0,0.0,0.0,0.0,1,0,0,legitimate
1,13,CASH_OUT,0.0,28537.57,0.0,0.0,82828.0,111365.57,28537.57,0,1,0,legitimate
1,9,CASH_OUT,0.0,19864.3,0.0,0.0,54054.25,104903.32,50849.07,0,1,0,legitimate
2,19,PAYMENT,17724.89,18636.03,0.0,-17724.89,0.0,0.0,0.0,1,0,0,legitimate
3,6,CASH_OUT,438224.6,438224.6,0.0,-438224.6,320697.46,758922.05,438224.59,0,0,1,fraud
1,11,CASH_OUT,134037.09,527566.98,0.0,-134037.09,2528165.07,3029179.85,501014.78,0,0,0,legitimate
1,14,CASH_OUT,2908.0,118404.55,0.0,-2908.0,85164.31,84775.23,-389.08,0,0,0,legitimate
2,18,CASH_IN,15300.0,298636.82,313936.82,298636.82,1807485.32,1508848.5,-298636.82,0,0,0,legitimate
1,17,CASH_IN,6462387.03,476174.48,6938561.51,476174.48,841740.61,365566.13,-476174.48,0,0,0,legitimate
2,20,PAYMENT,175590.63,1046.85,174543.78,-1046.85,0.0,0.0,0.0,1,0,0,legitimate
1,17,PAYMENT,0.0,2156.34,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,22,PAYMENT,50856.69,2919.51,47937.18,-2919.51,0.0,0.0,0.0,1,0,0,legitimate
1,19,CASH_IN,32129.87,228078.03,260207.9,228078.03,1555534.3,1460281.28,-95253.02,0,0,0,legitimate
1,20,PAYMENT,2947.0,12631.56,0.0,-2947.0,0.0,0.0,0.0,1,0,0,legitimate
3,1,PAYMENT,17605.82,12979.49,4626.32,-12979.5,0.0,0.0,0.0,1,0,0,legitimate
1,16,CASH_IN,820570.92,421318.44,1241889.35,421318.43,2587159.74,2165841.31,-421318.43,0,0,0,legitimate
1,22,TRANSFER,9417.99,417442.68,0.0,-9417.99,2017288.64,2434731.32,417442.68,0,0,0,legitimate
1,17,PAYMENT,63002.77,47956.18,15046.59,-47956.18,0.0,0.0,0.0,1,0,0,legitimate
1,17,TRANSFER,0.0,394947.41,0.0,0.0,1193048.24,1529880.53,336832.29,0,1,0,legitimate
1,18,CASH_OUT,0.0,55259.0,0.0,0.0,231913.07,287172.07,55259.0,0,1,0,legitimate
1,10,CASH_OUT,5017.0,83128.48,0.0,-5017.0,0.0,83128.48,83128.48,0,0,0,legitimate
1,17,CASH_IN,185010.7,263238.5,448249.21,263238.51,329878.49,66639.99,-263238.5,0,0,0,legitimate
1,9,CASH_IN,4517550.96,247919.85,4765470.81,247919.85,2747911.62,3020339.6,272427.98,0,0,0,legitimate
2,16,CASH_IN,718223.96,4608.54,722832.5,4608.54,590127.54,585519.0,-4608.54,0,0,0,legitimate
1,9,PAYMENT,917.36,20520.49,0.0,-917.36,0.0,0.0,0.0,1,0,0,legitimate
4,2,TRANSFER,59813.61,59813.61,0.0,-59813.61,0.0,0.0,0.0,0,0,1,fraud
1,16,CASH_OUT,0.0,6536.45,0.0,0.0,70386.85,0.0,-70386.85,0,1,0,legitimate
2,10,CASH_OUT,0.0,138077.79,0.0,0.0,3462921.75,3600999.53,138077.78,0,1,0,legitimate
3,16,TRANSFER,1814483.97,1814483.97,0.0,-1814483.97,0.0,0.0,0.0,0,0,1,fraud
1,11,PAYMENT,1053698.67,8397.12,1045301.55,-8397.12,0.0,0.0,0.0,1,0,0,legitimate
4,10,TRANSFER,45077.1,45077.1,0.0,-45077.1,0.0,0.0,0.0,0,0,1,fraud
2,10,CASH_OUT,3826.0,46259.29,0.0,-3826.0,0.0,46259.29,46259.29,0,0,0,legitimate
2,12,CASH_IN,6836967.37,359239.86,7196207.23,359239.86,4524804.26,4165564.4,-359239.86,0,0,0,legitimate
1,18,TRANSFER,20425.0,927069.9,0.0,-20425.0,1236470.23,2134973.42,898503.19,0,0,0,legitimate
1,19,CASH_IN,1264.0,63585.41,64849.41,63585.41,0.0,0.0,0.0,0,0,0,legitimate
1,18,CASH_OUT,100141.0,289457.08,0.0,-100141.0,100030.3,389487.38,289457.08,0,0,0,legitimate
2,19,PAYMENT,507333.0,8754.19,498578.81,-8754.19,0.0,0.0,0.0,1,0,0,legitimate
2,2,TRANSFER,1646181.09,1646181.09,0.0,-1646181.09,0.0,0.0,0.0,0,0,1,fraud
1,17,CASH_OUT,0.0,525578.03,0.0,0.0,2908581.75,4382348.84,1473767.09,0,1,0,legitimate
2,14,CASH_OUT,10765.0,254398.06,0.0,-10765.0,0.0,254398.06,254398.06,0,0,0,legitimate
1,17,PAYMENT,520.0,4635.78,0.0,-520.0,0.0,0.0,0.0,1,0,0,legitimate
1,13,PAYMENT,301270.96,2923.37,298347.59,-2923.37,0.0,0.0,0.0,1,0,0,legitimate
2,18,PAYMENT,40760.0,6462.83,34297.17,-6462.83,0.0,0.0,0.0,1,0,0,legitimate
1,21,PAYMENT,109.0,7438.83,0.0,-109.0,0.0,0.0,0.0,1,0,0,legitimate
1,13,PAYMENT,0.0,635.59,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,10,CASH_OUT,0.0,73460.23,0.0,0.0,134376.58,207836.81,73460.23,0,1,0,legitimate
1,10,CASH_IN,4446786.69,65071.78,4511858.47,65071.78,104388.0,410410.82,306022.82,0,0,0,legitimate
1,7,TRANSFER,20135.0,649121.74,0.0,-20135.0,19095.0,1454807.63,1435712.63,0,0,0,legitimate
2,14,PAYMENT,620024.19,7038.3,612985.89,-7038.3,0.0,0.0,0.0,1,0,0,legitimate
1,12,CASH_OUT,392802.97,241559.86,151243.11,-241559.86,8198842.17,8440402.04,241559.87,0,0,0,legitimate
1,19,PAYMENT,0.0,39578.28,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,14,CASH_OUT,0.0,188970.25,0.0,0.0,469983.41,658953.66,188970.25,0,1,0,legitimate
1,20,PAYMENT,0.0,13692.79,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,19,PAYMENT,0.0,17.99,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,11,CASH_IN,66911.28,11223.69,78134.97,11223.69,1072702.19,1061478.5,-11223.69,0,0,0,legitimate
1,14,PAYMENT,30234.0,8893.8,21340.2,-8893.8,0.0,0.0,0.0,1,0,0,legitimate
2,17,PAYMENT,0.0,6786.61,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,14,CASH_OUT,0.0,306430.46,0.0,0.0,389499.5,852070.24,462570.74,0,1,0,legitimate
1,22,CASH_OUT,0.0,159674.67,0.0,0.0,1710907.18,1870581.86,159674.68,0,1,0,legitimate
1,17,CASH_IN,19096919.55,124154.85,19221074.39,124154.84,2783323.68,2659168.83,-124154.85,0,0,0,legitimate
2,11,CASH_IN,6042520.58,186405.16,6228925.74,186405.16,1885130.15,2009147.51,124017.36,0,0,0,legitimate
2,11,CASH_IN,43179.0,68676.83,111855.83,68676.83,2129206.48,2060529.65,-68676.83,0,0,0,legitimate
1,9,PAYMENT,89984.17,31340.99,58643.17,-31341.0,0.0,0.0,0.0,1,0,0,legitimate
1,11,PAYMENT,864339.33,2035.78,862303.54,-2035.79,0.0,0.0,0.0,1,0,0,legitimate
1,16,CASH_OUT,77590.0,389276.11,0.0,-77590.0,471679.08,860955.19,389276.11,0,0,0,legitimate
1,10,CASH_OUT,0.0,520137.04,0.0,0.0,2678199.71,3054454.39,376254.68,0,1,0,legitimate
1,15,PAYMENT,0.0,25264.68,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,21,PAYMENT,50678.0,16752.78,33925.22,-16752.78,0.0,0.0,0.0,1,0,0,legitimate
1,20,PAYMENT,80445.0,14175.84,66269.16,-14175.84,0.0,0.0,0.0,1,0,0,legitimate
1,15,CASH_OUT,22707.0,62313.89,0.0,-22707.0,0.0,62313.89,62313.89,0,0,0,legitimate
2,10,CASH_OUT,17983.0,30317.59,0.0,-17983.0,322275.12,0.0,-322275.12,0,0,0,legitimate
2,12,CASH_IN,2750159.82,383012.14,3133171.97,383012.15,11858703.7,11475691.55,-383012.15,0,0,0,legitimate
2,12,CASH_OUT,112927.0,160103.65,0.0,-112927.0,1211207.76,1371311.41,160103.65,0,0,0,legitimate
1,8,CASH_IN,20118048.75,94938.55,20212987.3,94938.55,259595.42,80893.63,-178701.79,0,0,0,legitimate
2,17,CASH_OUT,0.0,178146.23,0.0,0.0,319141.66,497287.89,178146.23,0,1,0,legitimate
1,12,TRANSFER,3219.0,145344.49,0.0,-3219.0,0.0,58772.39,58772.39,0,0,0,legitimate
2,17,TRANSFER,205398.0,475092.51,0.0,-205398.0,174003.38,576434.22,402430.84,0,0,0,legitimate
1,18,PAYMENT,0.0,3089.18,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,17,PAYMENT,210518.56,7597.44,202921.12,-7597.44,0.0,0.0,0.0,1,0,0,legitimate
2,19,PAYMENT,0.0,22311.06,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,13,PAYMENT,0.0,7750.61,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,15,CASH_OUT,0.0,262799.49,0.0,0.0,4417286.63,4680086.12,262799.49,0,1,0,legitimate
1,13,PAYMENT,0.0,9062.44,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,9,CASH_OUT,5604.0,210661.9,0.0,-5604.0,1191523.72,1452150.99,260627.27,0,0,0,legitimate
2,12,PAYMENT,14734.0,438.72,14295.28,-438.72,0.0,0.0,0.0,1,0,0,legitimate
1,8,CASH_OUT,103458.0,138674.42,0.0,-103458.0,0.0,138674.42,138674.42,0,0,0,legitimate
1,20,PAYMENT,0.0,18437.91,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
2,22,PAYMENT,20350.0,7404.03,12945.97,-7404.03,0.0,0.0,0.0,1,0,0,legitimate
2,9,CASH_OUT,0.0,165218.22,0.0,0.0,460801.65,626019.87,165218.22,0,1,0,legitimate
1,10,CASH_OUT,0.0,160279.53,0.0,0.0,6548859.82,6709139.35,160279.53,0,1,0,legitimate
1,11,CASH_OUT,0.0,204148.71,0.0,0.0,2033748.76,2226959.65,193210.89,0,1,0,legitimate
2,12,CASH_OUT,0.0,197563.71,0.0,0.0,729733.14,927296.85,197563.71,0,1,0,legitimate
2,12,PAYMENT,73260.0,24104.75,49155.25,-24104.75,0.0,0.0,0.0,1,0,0,legitimate
1,17,TRANSFER,44545.33,1442663.44,0.0,-44545.33,8016.0,1117946.3,1109930.3,0,0,0,legitimate
2,12,CASH_OUT,0.0,222731.91,0.0,0.0,1032724.67,1255456.58,222731.91,0,1,0,legitimate
2,20,PAYMENT,7445.0,2721.59,4723.41,-2721.59,0.0,0.0,0.0,1,0,0,legitimate
1,18,CASH_OUT,0.0,216333.59,0.0,0.0,555001.6,771335.18,216333.58,0,1,0,legitimate
1,13,CASH_OUT,0.0,71369.08,0.0,0.0,1512013.08,1933745.35,421732.27,0,1,0,legitimate
1,11,TRANSFER,30602.0,2253954.14,0.0,-30602.0,11518.44,2265472.58,2253954.14,0,0,0,legitimate
3,3,CASH_OUT,361460.79,361460.79,0.0,-361460.79,991487.78,1352948.57,361460.79,0,0,1,fraud
1,15,CASH_IN,2289.0,128112.08,130401.08,128112.08,2273791.22,2403657.5,129866.28,0,0,0,legitimate
2,9,PAYMENT,51760.0,2596.85,49163.15,-2596.85,0.0,0.0,0.0,1,0,0,legitimate
1,14,CASH_OUT,1110.0,69422.83,0.0,-1110.0,1144042.49,1192679.29,48636.8,0,0,0,legitimate
2,13,CASH_OUT,0.0,142738.82,0.0,0.0,6985058.83,7127797.65,142738.82,0,1,0,legitimate
1,22,CASH_OUT,461509.86,461509.86,0.0,-461509.86,302583.81,764093.67,461509.86,0,0,1,fraud
2,9,PAYMENT,0.0,1531.44,0.0,0.0,0.0,0.0,0.0,1,1,0,legitimate
1,16,CASH_IN,476382.43,103571.11,579953.54,103571.11,145896.07,42324.97,-103571.1,0,0,0,legitimate
2,12,CASH_OUT,0.0,63669.85,0.0,0.0,104636.36,168306.21,63669.85,0,1,0,legitimate
4,21,PAYMENT,450374.0,5135.58,445238.42,-5135.58,0.0,0.0,0.0,1,0,0,legitimate
